sessions_last30,minutes_watched,completion_rate,last_active_days,quizzes_attempted,avg_score,streak_days,support_tickets,forum_posts,assignments_submitted,late_submissions,payment_delay_days,subscription_type,device,country,dropped_out
37,685.89,0.714,20,2,0.714,12,0,1,0,0,30,basic,mobile,AR,0
31,743.24,0.229,45,17,0.769,16,0,2,6,0,37,pro,desktop,CL,0
21,301.82,0.855,36,17,0.626,9,1,2,4,1,8,basic,tablet,CO,1
57,395.9,0.725,38,15,0.56,7,0,0,7,1,35,free,desktop,PE,1
30,195.01,0.78,35,9,0.727,25,0,4,0,0,44,free,mobile,AR,1
48,501.29,0.712,55,10,0.546,6,0,2,2,0,43,free,desktop,AR,1
44,445.32,0.568,15,8,0.862,28,1,2,2,1,11,pro,desktop,AR,0
33,563.39,0.387,58,0,0.683,1,0,0,8,1,19,basic,mobile,AR,0
53,575.94,0.572,12,10,0.651,12,1,0,8,0,30,basic,mobile,AR,0
7,96.48,0.405,8,4,0.769,18,0,3,1,0,3,pro,mobile,CO,1
55,734.55,0.697,49,4,0.689,29,2,3,4,1,30,free,mobile,PE,0
51,783.2,0.761,53,1,0.451,22,0,4,8,1,12,basic,desktop,UY,0
30,778.05,0.895,5,9,0.541,0,0,1,0,0,38,pro,mobile,UY,0
44,966.75,0.674,35,0,0.859,22,0,4,1,0,27,basic,mobile,UY,0
31,561.0,0.785,30,16,0.713,9,0,3,7,1,17,free,mobile,AR,0
16,243.74,0.541,13,17,0.448,25,0,0,6,0,2,pro,desktop,AR,0
47,723.83,0.504,31,16,0.753,23,0,2,8,2,31,pro,mobile,AR,0
14,279.53,0.695,41,6,0.616,5,1,2,5,1,24,pro,mobile,MX,1
18,387.09,0.523,34,3,0.569,10,1,2,10,3,28,pro,mobile,UY,0
31,389.18,0.654,31,10,0.528,24,0,0,1,0,0,pro,mobile,AR,0
50,910.94,0.388,53,13,0.85,27,0,1,1,0,19,basic,mobile,MX,0
23,133.64,0.424,13,0,0.405,18,0,0,7,1,34,free,mobile,MX,0
29,558.84,0.727,37,17,0.574,6,0,2,10,2,41,pro,mobile,AR,1
2,45.15,0.777,18,8,0.718,11,1,2,0,0,15,free,mobile,PE,0
6,97.92,0.403,58,16,0.937,23,0,3,8,2,11,pro,mobile,AR,1
3,86.7,0.734,15,1,0.783,17,0,3,11,2,31,basic,mobile,CL,1
4,50.85,0.493,52,8,0.573,6,1,3,6,1,10,basic,desktop,UY,1
52,1003.84,0.603,37,9,0.929,8,0,0,9,1,39,pro,mobile,AR,0
50,889.25,0.883,12,0,0.497,5,0,2,3,1,28,pro,desktop,AR,0
49,852.51,0.761,45,14,0.74,14,1,1,9,0,41,free,mobile,CO,0
3,51.94,0.759,14,18,0.773,13,0,2,5,1,8,basic,desktop,CL,0
4,74.57,0.982,15,10,0.568,16,0,0,3,0,3,free,mobile,MX,0
16,369.4,0.459,20,7,0.805,28,0,1,2,0,37,free,desktop,CL,0
33,866.79,0.403,40,12,0.623,19,0,2,10,2,13,basic,mobile,AR,1
20,359.73,0.456,23,7,0.804,17,1,1,8,0,15,pro,mobile,AR,1
29,663.86,0.549,34,7,0.424,10,0,3,9,3,12,pro,desktop,PE,1
10,137.89,0.129,33,15,0.75,19,0,0,8,0,18,basic,mobile,AR,0
43,971.62,0.559,11,11,0.638,28,0,1,3,0,40,pro,mobile,UY,0
18,241.7,0.491,13,5,0.872,0,0,1,2,0,30,free,mobile,AR,1
3,73.63,0.757,18,8,0.693,10,1,1,7,1,3,free,tablet,PE,1
44,1375.61,0.67,13,16,0.887,1,0,1,3,1,39,basic,desktop,UY,0
54,932.44,0.48,55,10,0.776,6,2,0,7,1,19,pro,desktop,AR,0
0,0.0,0.718,22,1,0.681,2,0,0,10,3,31,basic,mobile,MX,1
26,382.5,0.745,24,17,0.818,17,2,0,8,1,16,free,mobile,CO,0
49,1244.17,0.446,40,14,0.819,24,1,2,5,1,4,basic,desktop,MX,0
42,895.38,0.501,47,5,0.771,28,0,2,10,1,18,free,mobile,PE,0
51,994.17,0.155,41,19,0.356,7,0,1,6,1,15,pro,mobile,AR,1
24,577.25,0.382,33,19,0.553,20,0,4,5,1,0,free,desktop,UY,0
22,459.95,0.452,58,19,0.908,9,0,4,11,0,33,basic,mobile,MX,1
42,1062.87,0.615,53,7,0.512,9,0,0,4,1,38,basic,desktop,AR,1
9,211.65,0.411,12,18,0.832,18,0,0,2,0,40,free,desktop,MX,1
14,379.82,0.497,9,16,0.806,20,1,1,1,0,10,basic,desktop,AR,0
36,725.5,0.355,23,17,0.591,17,0,2,7,1,28,basic,desktop,CL,0
40,937.26,0.634,50,10,0.401,2,0,1,6,1,23,free,mobile,AR,1
7,113.1,0.685,57,5,0.615,12,0,2,9,1,26,basic,desktop,PE,1
30,431.74,0.68,42,4,1.0,8,0,4,1,0,35,pro,desktop,AR,0
21,593.05,0.602,41,19,0.571,0,0,0,3,0,17,free,desktop,CL,1
30,578.92,0.292,14,10,0.581,1,0,1,1,0,12,free,desktop,PE,1
57,1301.27,0.476,35,18,0.55,13,1,2,3,1,21,basic,tablet,PE,0
4,74.97,0.519,11,11,0.882,3,0,3,11,0,29,basic,desktop,CO,1
59,854.37,0.519,32,10,0.664,22,1,1,10,4,19,pro,desktop,AR,1
26,469.71,0.615,11,1,0.606,1,0,2,5,1,13,free,mobile,PE,0
46,1224.33,0.885,4,8,0.912,7,0,3,1,0,2,pro,tablet,AR,0
25,533.29,0.762,58,11,0.787,29,0,2,11,2,25,basic,desktop,CL,1
18,139.16,0.402,53,2,0.562,21,0,0,1,0,0,free,mobile,PE,1
46,768.59,0.736,41,3,0.516,16,1,4,1,0,21,basic,mobile,AR,0
41,1176.44,0.728,37,11,0.874,0,1,2,4,1,27,basic,mobile,AR,1
8,133.74,0.439,14,4,0.703,1,1,2,11,1,20,free,desktop,MX,0
42,302.28,0.77,34,14,0.468,27,0,3,9,1,22,free,mobile,CL,1
45,1321.12,0.568,44,9,0.433,23,0,0,4,0,12,free,mobile,AR,1
23,508.17,0.318,32,8,0.533,28,0,2,5,1,11,basic,mobile,CO,0
55,966.9,0.691,16,2,0.514,24,0,1,0,0,38,free,mobile,PE,0
38,599.32,0.643,23,8,0.393,0,0,2,3,0,40,free,tablet,UY,0
20,489.88,0.554,50,10,0.535,24,0,2,8,3,7,free,mobile,AR,1
0,0.0,0.593,15,11,0.562,13,0,1,5,0,9,basic,mobile,MX,1
40,995.58,0.456,57,5,0.631,20,0,0,11,2,16,pro,desktop,PE,0
12,255.04,0.722,45,0,0.954,12,0,2,5,0,31,free,mobile,AR,0
45,876.06,0.591,53,18,0.66,21,0,2,10,1,2,pro,mobile,CL,0
31,585.07,0.633,30,19,0.675,25,0,3,8,0,35,basic,mobile,AR,0
28,474.61,0.671,13,18,0.776,29,0,1,6,1,0,pro,desktop,AR,0
9,218.46,0.369,2,5,0.664,16,0,2,10,2,37,basic,desktop,AR,1
42,537.93,0.421,32,12,0.76,8,0,2,10,0,1,basic,desktop,CO,0
9,74.42,0.158,23,2,0.742,18,0,0,3,1,37,pro,mobile,MX,1
25,542.17,0.713,6,18,0.718,14,2,1,3,1,42,basic,mobile,AR,0
50,1089.37,0.358,55,0,1.0,6,0,0,8,2,35,pro,mobile,MX,1
55,1148.48,0.627,58,9,0.837,21,0,0,0,0,44,pro,mobile,AR,0
59,1206.34,0.674,22,17,0.538,2,0,2,8,1,20,basic,mobile,AR,0
57,916.38,0.72,40,14,0.756,12,0,1,5,1,28,basic,mobile,PE,0
33,749.92,0.359,24,17,0.581,20,0,0,9,0,28,basic,desktop,CL,1
12,212.72,0.587,29,9,0.767,27,0,3,1,0,0,basic,desktop,CO,0
50,753.87,0.934,37,1,0.494,18,0,1,6,0,38,basic,mobile,AR,0
48,774.18,0.943,24,0,0.534,29,0,2,6,1,31,basic,tablet,AR,0
59,1777.31,0.797,48,3,0.752,24,0,0,0,0,18,free,mobile,PE,0
39,296.02,0.667,11,1,0.85,7,2,2,6,1,9,pro,desktop,AR,0
8,167.99,0.399,40,8,0.775,25,1,0,7,0,30,free,mobile,AR,1
30,237.76,0.744,58,1,0.828,10,0,1,4,0,44,free,desktop,CO,0
26,451.12,0.568,51,3,0.756,18,0,1,7,1,7,free,mobile,MX,0
50,769.91,0.712,2,8,0.726,6,1,0,3,1,41,free,tablet,PE,0
23,126.27,0.473,6,14,0.624,16,0,1,7,1,25,basic,desktop,UY,0
19,386.35,0.565,37,13,0.822,20,0,1,2,0,35,free,mobile,AR,1
4,62.88,0.633,55,1,0.854,27,0,1,3,1,6,free,mobile,AR,1
50,270.24,0.649,50,18,0.691,28,0,1,0,0,4,free,desktop,MX,1
45,1036.68,0.699,54,10,0.682,24,1,1,1,0,29,free,mobile,AR,0
2,53.22,0.484,8,6,0.939,16,0,2,1,0,12,pro,mobile,MX,0
26,700.46,0.331,31,7,0.697,26,0,0,2,0,16,basic,desktop,AR,0
28,564.3,0.925,43,16,0.711,3,0,0,8,1,28,free,mobile,PE,0
28,511.74,1.0,37,9,0.773,29,0,1,2,0,10,basic,mobile,PE,0
55,1428.29,0.689,46,4,0.685,6,0,3,4,1,15,basic,mobile,AR,0
9,252.85,0.335,12,8,0.577,12,0,0,2,0,16,basic,mobile,AR,1
18,446.43,0.445,27,1,0.757,27,0,0,5,0,15,free,mobile,UY,0
10,123.51,0.702,26,3,0.694,21,2,0,2,0,31,basic,mobile,AR,0
14,268.91,0.868,56,6,0.976,25,0,1,3,0,6,free,tablet,AR,0
54,1114.4,0.357,12,4,0.818,20,0,0,0,0,40,free,mobile,AR,1
56,399.97,0.575,19,6,0.611,18,2,0,6,1,32,pro,desktop,AR,0
2,41.63,0.639,1,1,0.809,5,1,1,3,0,0,basic,desktop,AR,0
37,1170.6,0.773,9,12,0.746,29,0,2,7,1,25,free,desktop,AR,0
13,283.92,0.531,58,2,0.896,19,0,2,11,1,7,free,mobile,AR,1
11,295.25,0.287,50,4,0.621,20,0,1,5,1,6,basic,mobile,CO,0
17,324.66,0.724,15,19,0.728,12,0,1,6,1,31,free,mobile,AR,0
11,193.17,0.825,42,0,0.685,28,0,4,9,0,11,basic,desktop,CO,1
29,588.34,0.583,35,5,0.709,13,2,2,4,1,25,free,desktop,MX,1
59,773.2,0.681,54,10,0.567,5,0,1,1,0,12,free,mobile,CL,1
35,427.61,0.505,18,6,0.786,5,0,0,8,0,14,basic,desktop,UY,1
43,1100.71,0.431,59,6,0.763,20,0,1,7,0,30,free,mobile,AR,1
29,760.79,0.805,22,2,0.893,22,1,1,5,1,29,basic,mobile,AR,1
0,0.0,0.677,43,8,0.698,6,0,1,4,0,0,free,mobile,MX,1
5,119.04,0.698,23,15,0.638,20,1,0,0,0,39,pro,mobile,AR,1
16,279.65,0.9,40,11,0.818,29,0,3,6,0,26,basic,tablet,AR,1
14,280.54,0.389,20,18,0.581,15,0,1,6,1,11,free,desktop,PE,0
50,1038.07,0.49,50,13,0.863,29,1,3,6,0,5,free,mobile,PE,0
50,1198.31,0.632,38,15,0.862,4,0,2,3,0,21,basic,mobile,CL,0
51,943.31,0.487,17,8,0.889,12,0,3,1,0,31,basic,desktop,CL,0
38,1005.52,0.757,57,12,0.756,16,0,2,6,2,0,basic,desktop,MX,1
33,655.26,0.563,42,11,0.627,10,0,1,7,0,13,free,mobile,AR,0
38,826.31,0.401,25,16,0.716,3,0,1,2,0,42,basic,mobile,AR,0
24,312.01,0.613,8,10,0.757,13,0,1,1,0,4,free,desktop,MX,0
40,1238.08,0.634,58,8,0.616,10,0,3,5,1,36,free,mobile,AR,0
47,978.49,0.787,45,1,0.9,6,0,1,0,0,10,free,mobile,AR,0
45,1002.51,0.679,40,17,0.787,11,0,1,2,1,22,pro,mobile,MX,0
36,300.63,0.692,49,8,0.566,12,0,4,7,0,34,basic,mobile,MX,0
3,39.19,0.664,36,15,0.982,26,0,1,3,0,44,free,mobile,AR,1
43,1093.37,0.562,13,13,0.715,14,0,0,5,2,27,free,mobile,PE,0
21,414.15,0.457,14,0,0.536,12,0,4,8,1,9,basic,mobile,CO,0
44,286.76,0.658,4,13,0.575,11,0,0,2,0,3,basic,mobile,MX,0
32,775.35,0.533,3,9,0.923,17,0,1,2,0,33,basic,tablet,AR,0
52,766.34,0.938,43,4,0.974,8,0,3,3,1,26,basic,mobile,MX,0
20,529.36,0.868,51,5,0.851,26,0,5,5,1,34,basic,mobile,MX,0
55,961.01,0.727,9,12,0.898,12,0,2,6,1,44,basic,desktop,MX,0
50,961.41,0.676,34,1,0.882,12,0,1,0,0,37,pro,tablet,MX,0
19,476.4,0.582,7,12,0.784,1,0,0,5,1,22,pro,desktop,AR,0
28,353.22,0.348,24,16,0.749,26,0,0,8,1,30,basic,mobile,AR,1
31,373.33,0.557,47,1,0.781,14,0,4,10,0,28,basic,desktop,PE,0
46,773.77,0.62,48,0,0.81,4,0,2,6,2,8,free,desktop,AR,1
41,941.48,0.646,56,1,0.589,5,0,2,7,1,13,free,desktop,MX,0
51,510.75,0.694,18,14,0.81,10,1,1,9,1,4,free,mobile,PE,0
22,175.82,0.784,56,16,0.919,23,1,2,8,1,16,pro,mobile,AR,1
30,688.27,0.462,47,19,0.669,2,1,2,6,1,8,pro,mobile,UY,0
25,359.55,0.463,20,0,0.653,3,0,3,6,1,40,basic,desktop,PE,1
54,844.92,0.89,19,9,0.771,16,0,0,11,1,38,basic,mobile,CO,0
18,123.46,0.754,6,0,0.603,14,0,1,9,2,32,free,mobile,CO,0
35,487.41,0.522,55,7,0.502,28,0,1,2,0,18,pro,desktop,PE,1
7,125.68,0.579,12,6,0.872,22,0,4,5,1,0,free,desktop,AR,0
51,1202.7,0.579,16,12,0.632,19,1,1,8,1,24,pro,desktop,MX,0
23,307.57,0.606,24,18,0.703,10,2,1,6,2,1,free,desktop,AR,0
20,558.89,0.695,8,16,0.608,18,0,0,5,1,1,free,mobile,PE,0
34,472.35,1.0,48,1,0.892,17,0,1,7,0,6,basic,desktop,MX,1
29,403.14,0.638,41,4,0.828,8,1,3,4,1,22,free,mobile,CO,1
50,1361.21,0.733,9,5,0.664,11,0,0,8,1,33,free,mobile,AR,0
31,597.33,0.263,9,5,0.523,27,0,0,8,2,18,basic,mobile,AR,1
31,455.32,0.503,1,7,0.648,16,0,0,10,0,34,basic,desktop,PE,0
6,102.42,0.846,56,12,0.786,14,1,1,11,1,24,free,mobile,AR,0
1,26.12,0.68,26,14,0.728,23,0,2,8,2,40,basic,mobile,MX,1
23,616.34,0.0,39,18,0.716,8,0,2,9,1,16,basic,mobile,CO,1
59,772.86,0.735,8,14,0.732,6,0,2,9,2,13,free,desktop,AR,0
55,976.0,0.984,13,5,0.814,29,0,0,3,0,3,basic,desktop,AR,0
37,686.01,0.201,32,3,0.694,24,0,4,10,2,9,basic,mobile,AR,1
37,447.05,0.904,12,7,0.768,12,0,2,6,1,1,pro,mobile,PE,0
23,406.32,0.046,36,15,0.552,28,0,0,10,2,7,basic,desktop,AR,1
10,180.32,0.788,55,19,1.0,11,0,1,2,1,42,basic,mobile,AR,0
0,0.0,0.598,18,7,0.657,20,0,1,3,1,24,basic,mobile,UY,1
20,504.89,0.13,36,3,0.731,1,0,1,7,2,27,basic,mobile,PE,1
18,288.45,0.689,54,0,0.785,20,2,1,6,1,17,pro,desktop,MX,1
11,183.88,0.83,53,1,0.638,5,0,1,4,0,28,basic,desktop,MX,1
15,329.79,0.673,0,12,0.701,7,0,4,2,0,25,free,mobile,PE,0
1,14.49,0.717,6,11,0.699,24,2,1,2,0,41,pro,desktop,UY,0
36,775.15,0.518,59,12,0.563,6,0,0,8,0,35,basic,mobile,PE,0
55,960.99,0.228,55,0,0.766,14,0,0,0,0,24,basic,desktop,MX,0
41,499.53,0.738,19,8,0.453,27,0,1,1,0,35,basic,mobile,CO,0
26,318.73,0.95,31,3,0.963,28,3,0,11,0,27,free,mobile,CO,1
25,667.06,0.826,34,6,0.819,13,0,4,11,2,44,basic,mobile,CO,0
18,307.11,0.202,40,12,0.796,2,1,1,0,0,23,basic,mobile,CO,1
8,222.74,0.297,45,5,0.44,8,0,1,1,0,38,basic,mobile,AR,1
35,522.14,0.431,22,13,0.581,18,0,1,3,1,7,free,desktop,CO,0
33,651.66,0.281,53,5,0.908,10,0,1,7,0,7,pro,desktop,AR,1
0,0.0,0.609,3,10,1.0,21,0,0,2,1,14,basic,mobile,AR,0
24,279.74,0.679,1,9,0.879,29,1,0,11,0,37,basic,desktop,AR,0
16,105.81,0.314,57,7,0.856,18,0,0,5,1,39,free,desktop,AR,1
10,257.2,0.755,10,2,0.779,18,0,2,6,0,18,basic,desktop,CL,0
42,547.64,0.72,59,11,0.573,15,0,0,2,0,19,free,mobile,AR,0
31,554.15,0.49,17,19,0.849,5,0,3,3,1,22,basic,mobile,MX,1
38,550.41,0.565,21,12,0.535,17,0,1,8,1,9,basic,desktop,UY,1
42,823.58,0.21,1,14,0.518,27,1,3,7,0,24,basic,mobile,AR,1
58,713.21,0.534,56,16,0.509,20,0,1,2,0,37,pro,mobile,AR,1
48,812.18,0.601,21,0,0.846,22,0,1,5,1,33,free,mobile,AR,1
37,765.86,0.634,10,15,0.691,25,0,1,2,0,3,basic,mobile,CO,1
52,621.41,0.676,29,4,0.715,11,0,2,4,0,15,basic,mobile,AR,0
28,386.39,0.649,9,13,0.698,10,0,1,2,0,28,basic,mobile,AR,0
59,939.03,0.547,47,19,0.531,29,0,1,11,1,26,basic,mobile,AR,1
45,424.22,0.657,4,17,0.599,13,0,0,3,1,31,pro,mobile,AR,1
39,603.12,0.8,29,8,0.607,22,0,0,5,1,33,basic,mobile,CO,0
54,1010.49,0.581,23,16,0.489,19,0,1,7,0,13,free,mobile,CO,0
30,468.08,0.664,2,12,0.624,3,0,0,0,0,21,free,mobile,AR,1
43,703.98,0.563,3,2,0.538,9,0,1,2,0,7,pro,mobile,CL,0
17,303.97,0.471,31,4,0.787,9,0,4,11,2,32,free,mobile,MX,1
57,801.74,0.705,23,19,0.799,5,0,1,8,1,20,basic,desktop,UY,0
37,819.42,0.489,7,18,0.506,23,0,1,2,0,15,pro,mobile,CO,0
46,1224.33,0.677,8,17,0.656,28,0,1,5,1,33,pro,mobile,CO,0
27,410.77,0.606,48,7,0.978,28,1,2,10,0,42,free,mobile,UY,1
52,1087.38,0.539,43,6,0.553,5,0,0,2,0,39,basic,desktop,AR,0
4,66.25,0.534,36,16,0.764,13,0,1,3,0,6,basic,mobile,AR,1
6,121.16,0.498,50,0,0.716,6,0,0,2,0,36,pro,desktop,CO,1
30,821.84,0.271,4,17,0.864,1,2,2,7,0,25,basic,mobile,AR,0
43,905.23,0.677,41,12,0.744,18,0,4,6,1,4,basic,mobile,CL,0
48,353.26,0.646,45,12,0.635,25,1,2,6,1,17,free,mobile,CO,0
26,538.82,0.77,12,8,0.71,2,1,0,4,1,10,free,mobile,MX,0
38,965.09,0.494,32,19,0.712,19,1,0,3,0,11,basic,desktop,AR,0
33,550.12,0.979,46,14,0.686,1,0,4,6,1,27,basic,desktop,CL,0
57,1366.51,0.524,36,1,0.502,25,1,2,9,1,18,basic,mobile,AR,0
39,540.51,0.425,14,10,0.886,1,1,1,9,1,31,pro,mobile,AR,1
25,227.17,0.401,39,17,0.86,13,0,0,9,3,36,free,desktop,CL,1
58,1093.13,0.253,45,1,0.543,3,0,0,0,0,0,free,mobile,AR,0
6,44.77,0.907,0,14,0.655,12,0,1,5,0,37,basic,mobile,UY,0
59,977.12,0.874,34,4,0.666,12,1,0,4,0,6,basic,mobile,CL,0
9,231.49,0.72,30,10,0.527,16,0,3,11,2,0,basic,mobile,PE,1
17,111.2,0.421,22,17,0.42,24,0,5,4,1,4,basic,desktop,UY,1
49,505.83,0.962,2,9,0.599,29,0,2,2,0,2,free,mobile,CL,0
44,519.54,0.53,5,0,0.647,10,1,0,3,0,15,basic,desktop,CL,0
58,1021.96,0.546,45,0,0.484,27,0,1,2,0,37,pro,desktop,PE,0
44,695.45,0.887,49,14,0.727,12,0,1,5,1,30,pro,mobile,AR,0
38,1003.0,0.732,25,18,0.874,3,0,1,3,1,19,basic,mobile,CL,1
20,474.52,1.0,56,5,0.826,18,0,3,6,0,42,basic,mobile,AR,1
0,0.0,0.65,55,18,0.681,21,1,2,2,0,21,pro,mobile,CO,1
7,132.12,0.521,39,9,0.424,9,0,0,7,1,4,pro,mobile,PE,1
17,346.11,0.478,34,1,0.807,17,0,2,7,1,0,free,mobile,MX,0
2,25.66,0.231,57,10,0.722,12,0,0,8,1,22,basic,desktop,CL,1
30,694.3,0.544,36,19,0.764,4,1,6,10,1,10,pro,mobile,MX,0
46,521.08,0.829,56,5,0.99,11,0,1,0,0,16,pro,mobile,MX,1
57,1311.7,0.72,58,19,0.576,12,0,2,0,0,13,basic,mobile,MX,0
29,728.39,0.604,11,13,0.269,10,0,2,5,1,17,free,desktop,PE,0
52,1001.79,0.401,39,7,0.542,27,0,1,6,0,43,pro,mobile,AR,0
59,999.62,0.645,43,13,0.773,11,1,5,9,1,3,free,desktop,AR,0
51,1040.49,0.803,49,8,0.704,18,0,1,2,0,4,free,desktop,AR,0
27,81.0,0.686,20,1,0.518,0,0,2,5,1,12,basic,desktop,MX,0
19,376.46,0.633,51,17,0.487,9,1,1,7,1,33,basic,desktop,PE,1
58,1004.55,0.441,29,7,0.647,26,0,1,7,1,11,basic,desktop,AR,0
14,247.75,0.773,23,11,0.513,26,1,1,6,1,11,basic,mobile,CL,0
24,533.74,0.0,9,14,0.778,29,1,1,7,2,32,basic,desktop,UY,0
4,70.21,0.677,19,1,0.638,1,1,1,1,0,27,free,mobile,AR,0
47,524.46,1.0,58,14,0.606,25,0,5,5,0,28,free,mobile,PE,0
38,651.76,0.298,42,7,0.586,8,1,1,6,0,29,basic,desktop,UY,1
5,92.03,0.552,43,10,0.739,0,0,3,0,0,28,pro,mobile,CO,0
13,242.96,0.598,53,9,0.706,2,0,2,11,2,24,pro,mobile,AR,1
33,626.06,0.507,16,15,0.73,22,0,2,7,1,23,free,mobile,MX,0
32,775.56,0.807,39,3,0.727,17,0,2,8,1,34,basic,mobile,AR,1
48,551.22,0.694,22,2,0.689,17,1,1,6,1,15,pro,desktop,AR,0
15,285.81,0.63,50,8,0.545,26,0,2,11,2,14,free,desktop,AR,0
55,1415.68,0.759,25,2,0.59,2,1,0,0,0,10,basic,mobile,AR,0
26,197.4,0.603,51,4,0.641,2,0,1,11,0,37,basic,mobile,UY,1
49,934.82,1.0,44,13,1.0,27,0,1,2,0,0,basic,mobile,MX,0
14,202.83,0.63,46,16,0.498,18,0,2,10,1,9,free,desktop,AR,1
2,31.55,0.639,55,13,0.637,23,0,2,0,0,6,free,mobile,MX,1
3,37.71,0.258,47,6,0.715,15,0,3,3,0,16,free,desktop,MX,1
22,373.62,0.491,19,16,0.655,4,0,2,6,2,9,basic,mobile,AR,0
57,1655.71,0.829,31,8,0.861,15,0,2,7,0,22,free,mobile,AR,0
2,20.83,0.333,28,3,0.654,28,0,1,0,0,43,basic,mobile,MX,1
22,241.61,0.168,3,15,0.665,3,0,1,4,1,19,basic,mobile,PE,0
6,61.13,0.606,35,10,0.822,3,0,3,10,2,43,free,desktop,AR,0
55,1560.05,0.874,26,7,0.972,10,0,2,2,0,13,free,mobile,PE,0
40,609.04,0.608,23,13,0.911,13,0,2,11,3,34,free,desktop,MX,1
45,803.08,0.533,6,14,0.68,18,1,2,8,3,6,pro,mobile,CL,0
42,654.5,0.228,30,4,0.693,4,1,1,11,1,27,free,desktop,AR,0
39,481.01,0.69,34,2,0.707,28,0,3,10,2,33,basic,mobile,MX,0
46,763.1,0.732,6,10,0.722,4,0,2,2,1,30,basic,mobile,AR,0
0,0.0,0.244,38,1,0.573,6,0,0,11,1,42,free,mobile,AR,1
51,1343.97,0.827,10,12,0.84,29,0,0,5,1,27,pro,mobile,PE,0
44,566.82,0.753,8,8,0.731,11,1,2,3,0,26,basic,mobile,CL,0
44,962.96,0.826,24,4,0.693,17,2,5,10,2,29,basic,mobile,AR,0
23,299.25,0.717,23,11,0.509,13,0,4,5,0,15,free,mobile,AR,1
48,352.41,0.731,54,7,0.709,7,0,1,8,2,9,free,desktop,AR,0
22,530.58,0.704,4,7,0.416,15,0,1,7,1,40,free,desktop,PE,0
2,49.92,0.774,20,4,0.613,23,1,0,3,1,43,basic,desktop,AR,0
54,1310.92,0.236,44,13,0.616,0,0,1,11,0,41,pro,desktop,CL,1
14,212.53,0.3,14,18,0.743,26,0,3,10,0,34,basic,tablet,CO,1
6,102.0,0.453,58,12,0.982,5,1,1,6,2,10,free,mobile,AR,1
37,832.45,0.574,44,4,0.786,27,0,1,6,1,10,free,tablet,CL,0
14,284.89,0.678,56,16,0.917,28,0,1,0,0,13,basic,mobile,MX,0
51,797.55,0.665,56,2,0.797,27,0,1,8,1,23,free,mobile,PE,0
26,215.42,0.823,6,5,0.869,19,0,1,10,2,10,basic,mobile,MX,0
0,0.0,0.83,27,0,0.979,27,1,1,11,2,35,pro,mobile,AR,0
57,1395.02,0.426,44,16,0.59,25,0,1,6,1,3,basic,mobile,AR,0
30,324.43,0.648,0,0,0.58,19,0,3,11,3,41,free,mobile,AR,0
15,327.49,0.43,27,10,0.8,26,0,1,9,1,20,free,desktop,AR,0
40,799.57,0.562,41,3,0.699,10,0,2,6,1,17,basic,desktop,UY,0
31,697.53,0.664,47,4,0.733,25,0,0,9,1,20,free,mobile,AR,0
1,23.23,0.0,24,12,0.663,27,0,1,1,0,21,pro,mobile,AR,1
45,622.49,1.0,51,16,0.611,19,0,1,8,1,24,basic,desktop,CL,0
24,199.16,0.713,40,0,0.943,3,1,0,7,1,13,basic,mobile,AR,0
41,606.75,0.481,2,3,0.535,6,0,2,5,1,13,basic,mobile,CL,0
53,1236.74,0.985,16,5,0.803,5,2,1,7,1,16,free,mobile,AR,0
36,530.93,0.531,56,18,0.779,15,0,2,10,2,7,free,desktop,PE,1
40,553.43,0.627,0,1,0.463,13,0,3,6,1,10,basic,mobile,AR,0
15,106.08,0.503,6,3,0.575,24,1,0,4,1,18,free,mobile,MX,1
14,399.22,0.93,20,8,0.601,8,0,4,5,0,1,free,mobile,MX,0
24,550.9,0.579,59,6,0.785,4,0,4,6,1,18,pro,mobile,AR,1
51,1153.59,0.63,42,0,0.645,18,0,2,6,1,18,pro,mobile,AR,0
31,738.0,0.841,8,10,0.687,4,0,1,3,0,0,free,mobile,CL,0
20,429.21,0.717,23,12,0.481,27,1,0,6,1,21,pro,desktop,CO,1
46,760.57,0.589,56,3,1.0,2,1,2,3,0,29,free,mobile,CL,1
51,867.89,0.822,13,13,0.711,14,1,4,11,1,35,pro,mobile,CL,0
54,833.47,1.0,34,1,0.775,28,0,3,6,1,17,basic,mobile,MX,0
17,574.74,0.663,27,14,0.619,16,3,1,10,1,23,basic,tablet,CL,1
42,896.09,0.623,45,5,0.602,24,0,1,4,1,3,basic,mobile,CO,0
35,532.6,0.634,45,4,0.987,12,0,1,4,0,14,free,desktop,AR,0
26,540.62,0.862,49,3,0.412,22,0,2,3,0,29,pro,desktop,CL,0
23,274.5,0.48,7,17,0.742,21,1,3,6,0,20,free,tablet,PE,0
6,162.16,0.544,27,10,0.518,15,2,0,7,2,42,pro,desktop,MX,1
16,224.54,0.293,41,13,0.639,3,0,0,6,1,35,free,mobile,CL,1
32,672.21,0.363,25,4,0.604,29,0,3,10,2,40,free,mobile,CO,1
53,1292.98,0.496,40,1,0.552,1,0,3,6,2,21,free,tablet,AR,0
51,1035.74,0.589,38,0,0.705,10,1,2,9,2,3,basic,desktop,CL,0
11,204.24,0.954,22,8,0.315,19,1,2,0,0,24,basic,desktop,AR,0
40,722.59,0.707,6,6,0.653,23,0,1,4,1,42,basic,desktop,AR,1
